report_title,report_url,pdf_filename,page_number,row_number,code_localite,localite,montant_des_credits,montant_des_depots,nombre_guichets,periode
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,23,18,LQLIAA,66192,381047,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,24,450,MARRAKECH,32396720,67260969,267,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,25,727,MARTIL,573555,2091319,14,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,26,15,MASSA,61041,561714,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,27,728,MDIQ,331578,1439658,9,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,28,336,MECHRABELKSIRI,270144,1029464,7,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,29,793,MEDIOUNA,265734,1244370,8,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,30,480,MEKNES,17854082,30408128,159,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,31,524,MIDAR,74096,2575889,8,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,32,391,MIDELT,525732,1363700,10,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,33,144,MISSOUR,209903,640393,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,34,787,MOHAMMEDIA,8638786,14837907,68,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,35,171,MOULAYABDELLAH,55017,219683,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,36,331,MOULAYBOUSELHAM,140568,735998,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,37,388,MRIRT,201750,751168,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,38,500,NADOR,4541194,23444817,77,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,39,794,NOUACEUR,641823,1297619,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,40,84,OUAOUIZARTH,36570,183201,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,41,550,OUARZAZATE,1013280,3525825,26,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,42,341,OUAZZANE,715074,1887583,13,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,43,695,OUEDAMLIL,157322,796737,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,44,729,OUEDLAOU,52891,293436,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,45,411,OUEDZEM,730872,3320960,14,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,46,570,OUJDA,9408622,26935860,154,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,47,623,OULADABBOU,79582,284067,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,48,100,OULADAYAD,56770,473393,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,49,45,OULADBERHIL,107766,738491,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,50,185,OULADFREJ,115697,485687,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,51,795,OULADSALAH,265936,346079,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",4,1,28,OULADTEIMA,1051879,3151331,14,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",4,2,91,OULEDMBAREK,56583,195031,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",4,3,92,OULEDYAICHE,37204,471796,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",4,4,365,OULMES,87152,268186,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",4,5,476,OURIKA,29824,294999,4,07-2025
